Region|Area|Sales Area|Cluster|Micro Cluster|MPC Code|SPV Code|SPV Name|CSO Code|CSO Name|PJP Plan Id|PJP Plan name|PJP start date|PJP end date|PJP created by|PJP creation date|PJP Frequency|PJP Modify Date|PJP Status|Outlet Code|Plan Date|Plan Day
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|20-01-2020|||180|MoboOutlet2|01-02-2020|Saturday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|20-01-2020|||180|MoboOutlet2|03-02-2020|Monday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|20-01-2020|||180|MoboOutlet2|04-02-2020|Tuesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|21-01-2020|||180|MoboOutlet2|05-02-2020|Wednesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|22-01-2020|||180|MoboOutlet2|06-02-2020|Thursday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|20-01-2020|||180|outletjp1|01-02-2020|Saturday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|20-01-2020|||180|outletjp1|03-02-2020|Monday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|20-01-2020|||180|outletjp1|04-02-2020|Tuesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|21-01-2020|||180|outletjp1|05-02-2020|Wednesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|22-01-2020|||180|outletjp1|06-02-2020|Thursday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|20-01-2020|||180|outletjp1|01-02-2020|Saturday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|20-01-2020|||180|outletjp1|03-02-2020|Monday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|20-01-2020|||180|outletjp1|04-02-2020|Tuesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|21-01-2020|||180|outletjp1|05-02-2020|Wednesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|22-01-2020|||180|outletjp1|06-02-2020|Thursday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||NKDEALER|USERONE||CANVASSERONE||90036||||277330|20-01-2020|||180|outletjp2|01-02-2020|Saturday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||NKDEALER|USERONE||CANVASSERONE||90036||||277330|20-01-2020|||180|outletjp2|03-02-2020|Monday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||NKDEALER|USERONE||CANVASSERONE||90036||||277330|20-01-2020|||180|outletjp2|04-02-2020|Tuesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||NKDEALER|USERONE||CANVASSERONE||90036||||277330|21-01-2020|||180|outletjp2|05-02-2020|Wednesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||NKDEALER|USERONE||CANVASSERONE||90036||||277330|22-01-2020|||180|outletjp2|06-02-2020|Thursday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||NKDEALER|USERONE||CANVASSERONE||90037||||277330|20-01-2020|||180|outletjp2|01-02-2020|Saturday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||NKDEALER|USERONE||CANVASSERONE||90037||||277330|20-01-2020|||180|outletjp2|03-02-2020|Monday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||NKDEALER|USERONE||CANVASSERONE||90037||||277330|20-01-2020|||180|outletjp2|04-02-2020|Tuesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||NKDEALER|USERONE||CANVASSERONE||90037||||277330|21-01-2020|||180|outletjp2|05-02-2020|Wednesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||NKDEALER|USERONE||CANVASSERONE||90037||||277330|22-01-2020|||180|outletjp2|06-02-2020|Thursday
Central and West Java|CENTRAL JAVA1|New-KUDUS|CW-CJA-KUDEPARA||SAT10||||||||||||||dsfhdso||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|20-01-2020|||180|outletstatus|01-02-2020|Saturday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|20-01-2020|||180|outletstatus|03-02-2020|Monday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|20-01-2020|||180|outletstatus|04-02-2020|Tuesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|21-01-2020|||180|outletstatus|05-02-2020|Wednesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|22-01-2020|||180|outletstatus|06-02-2020|Thursday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|20-01-2020|||180|outletstatus|01-02-2020|Saturday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|20-01-2020|||180|outletstatus|03-02-2020|Monday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|20-01-2020|||180|outletstatus|04-02-2020|Tuesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|21-01-2020|||180|outletstatus|05-02-2020|Wednesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|22-01-2020|||180|outletstatus|06-02-2020|Thursday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|20-01-2020|||180|outlettest|01-02-2020|Saturday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|20-01-2020|||180|outlettest|03-02-2020|Monday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|20-01-2020|||180|outlettest|04-02-2020|Tuesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|21-01-2020|||180|outlettest|05-02-2020|Wednesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|22-01-2020|||180|outlettest|06-02-2020|Thursday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|20-01-2020|||180|outlettest|01-02-2020|Saturday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|20-01-2020|||180|outlettest|03-02-2020|Monday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|20-01-2020|||180|outlettest|04-02-2020|Tuesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|21-01-2020|||180|outlettest|05-02-2020|Wednesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|22-01-2020|||180|outlettest|06-02-2020|Thursday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|20-01-2020|||180|testoutletth|01-02-2020|Saturday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|20-01-2020|||180|testoutletth|03-02-2020|Monday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|20-01-2020|||180|testoutletth|04-02-2020|Tuesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|21-01-2020|||180|testoutletth|05-02-2020|Wednesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|22-01-2020|||180|testoutletth|06-02-2020|Thursday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|20-01-2020|||180|testoutletth|01-02-2020|Saturday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|20-01-2020|||180|testoutletth|03-02-2020|Monday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|20-01-2020|||180|testoutletth|04-02-2020|Tuesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|21-01-2020|||180|testoutletth|05-02-2020|Wednesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|22-01-2020|||180|testoutletth|06-02-2020|Thursday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|20-01-2020|||180|testoutletfo|01-02-2020|Saturday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|20-01-2020|||180|testoutletfo|03-02-2020|Monday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|20-01-2020|||180|testoutletfo|04-02-2020|Tuesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|21-01-2020|||180|testoutletfo|05-02-2020|Wednesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|22-01-2020|||180|testoutletfo|06-02-2020|Thursday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|20-01-2020|||180|testoutletfo|01-02-2020|Saturday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|20-01-2020|||180|testoutletfo|03-02-2020|Monday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|20-01-2020|||180|testoutletfo|04-02-2020|Tuesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|21-01-2020|||180|testoutletfo|05-02-2020|Wednesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|22-01-2020|||180|testoutletfo|06-02-2020|Thursday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|20-01-2020|||180|testoutletfi|01-02-2020|Saturday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|20-01-2020|||180|testoutletfi|03-02-2020|Monday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|20-01-2020|||180|testoutletfi|04-02-2020|Tuesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|21-01-2020|||180|testoutletfi|05-02-2020|Wednesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|22-01-2020|||180|testoutletfi|06-02-2020|Thursday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|20-01-2020|||180|testoutletfi|01-02-2020|Saturday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|20-01-2020|||180|testoutletfi|03-02-2020|Monday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|20-01-2020|||180|testoutletfi|04-02-2020|Tuesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|21-01-2020|||180|testoutletfi|05-02-2020|Wednesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|22-01-2020|||180|testoutletfi|06-02-2020|Thursday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||TESTCAN|||||||||||testoutletsi||
KaliSumapa|KALIMANTAN|SAMPIT|KS-KAL-WEST KALTENG|MC-KOBAR-LAMANDAU|SAT10||||||||||||||190710001||
KaliSumapa|KALIMANTAN|SAMPIT|KS-KAL-WEST KALTENG|MC-KOBAR-LAMANDAU|SAT10||||||||||||||190710001||
Central and West Java|CENTRAL JAVA1|ASIA AFRIKA|CW-CJA-BLOREMPATIGRO|MC-BLOREM|dsafd||||||||||||||624319876076||
Central and West Java|CENTRAL JAVA1||||dsafd||||||||||||||17046595||
Central and West Java|CENTRAL JAVA1||||dsafd|||canvsanjeev|||||||||||17046596||
Central and West Java|||||abc123||||||||||||||anbg123||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|20-01-2020|||180|outletone11|01-02-2020|Saturday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|20-01-2020|||180|outletone11|03-02-2020|Monday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|20-01-2020|||180|outletone11|04-02-2020|Tuesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|21-01-2020|||180|outletone11|05-02-2020|Wednesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|22-01-2020|||180|outletone11|06-02-2020|Thursday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|20-01-2020|||180|outletone11|01-02-2020|Saturday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|20-01-2020|||180|outletone11|03-02-2020|Monday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|20-01-2020|||180|outletone11|04-02-2020|Tuesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|21-01-2020|||180|outletone11|05-02-2020|Wednesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|22-01-2020|||180|outletone11|06-02-2020|Thursday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|20-01-2020|||180|outlettwo22|01-02-2020|Saturday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|20-01-2020|||180|outlettwo22|03-02-2020|Monday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|20-01-2020|||180|outlettwo22|04-02-2020|Tuesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|21-01-2020|||180|outlettwo22|05-02-2020|Wednesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|22-01-2020|||180|outlettwo22|06-02-2020|Thursday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|20-01-2020|||180|outlettwo22|01-02-2020|Saturday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|20-01-2020|||180|outlettwo22|03-02-2020|Monday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|20-01-2020|||180|outlettwo22|04-02-2020|Tuesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|21-01-2020|||180|outlettwo22|05-02-2020|Wednesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90037||||277330|22-01-2020|||180|outlettwo22|06-02-2020|Thursday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE||CANVASSERONE||90036||||277330|20-01-2020|||180|outlethree33|01-02-2020|Saturday
