Region|Area|Sales Area|Cluster|Micro Cluster|MPC Code|SPV Code|SPV Name|CSO Code|CSO Name|PJP Plan Id|PJP Plan name|PJP start date|PJP end date|PJP created by|PJP creation date|PJP Frequency|PJP Modify Date|PJP Status|Outlet Code|Plan Date|Plan Day
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE USERONE|CANVASSERONE|CANVASSERONE CANVASSERONE||||||||||outlettwo22||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE USERONE|CANVASSERTWO|canvassertwo ||||||||||outlethree33||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE USERONE|CANVASSERTWO|canvassertwo ||||||||||outletfour44||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE USERONE|CANVASSER1|canvasser1 ||||||||||outletsix66||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE USERONE|CANVASSERONE|CANVASSERONE CANVASSERONE||||||||||testoutletq||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE USERONE|CANVASSERONE|CANVASSERONE CANVASSERONE||||||||||outlettesta||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE USERONE|CANVASSERONE|CANVASSERONE CANVASSERONE||||||||||outlettestb||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE USERONE|CANVASSERONE|CANVASSERONE CANVASSERONE||||||||||outlettestc||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE USERONE|CANVASSERONE|CANVASSERONE CANVASSERONE||||||||||outlettestd||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||outlettest1||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||nonmobooutl||
Central and West Java|CENTRAL JAVA1|PEKALONGAN|CW-CJA-PEKABATANG|CW-CJA-PEKABATANG-MC DS|SAT10||||||||||||||VTestOutlet||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||statutlet1||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||NMoutlet3||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||NMoutlet4||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||Moutlet1||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||Moutlet2||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||NMoutlet6||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||Moutlet3||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||Moutlet5||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||MoboStatus||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||NMStatus||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||NMStatus1||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||Mstatus1||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||Mstatus2||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||NMStatus2||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||OutletI1002||
REGIONAL-HR|AREA-HR||||89710||||||||||||||OUTLET01||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||SAT10||||||||||||||17046597||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||SAT10||||||||||||||17046599||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||SAT10||||||||||||||17046600||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|||CANVASSERONE|CANVASSERONE CANVASSERONE||||||||||17046601||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|||CANVASSERONE|CANVASSERONE CANVASSERONE||||||||||17046603||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||SAT10||||||||||||||17046604||
East Java and Bali Nusra|BALI NUSRA||||SAT10||||||||||||||VinOut||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE USERONE|CANVASSERONE|CANVASSERONE CANVASSERONE||||||||||17046605||
Central and West Java|||||9876654||||||||||||||17046606||
Central and West Java|CENTRAL JAVA1|MAGELANG|CW-CJA-PURBAMEN-OLD|MC-PURBALINGGA-OLD|5436||||||||||||||17046608||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||DealeInt1006||||||||||||||OutlInt1003||
Central and West Java|||||9876654||||||||||||||17046609||
Central and West Java|||||9876654||||||||||||||17046611||
Central and West Java|||||9876654||||||||||||||17046612||
Central and West Java|||||9876654||||||||||||||17046613||
Central and West Java|||||9876654||||||||||||||17046614||
|||||SAT10||||||||||||||VTO||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||DealeInt1012||||||||||||||OUTLINT1011||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||SAT10||||||||||||||outlent1013||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||SAT10||||||||||||||OutleInt1111||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||DeaerInt1111||||||||||||||OutltInt1112||
Central and West Java|||||9876654||||||||||||||17046615||
Central and West Java|||||9876654||||||||||||||17046616||
Central and West Java|||||9876654||||||||||||||17046617||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||Mobo0001||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||17046618||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||Mobo0006||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||Mobo0007||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||Mobo0013||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||NMobo0014||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||NMobo0001||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||NMobo0002||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||Mobo0015||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||NMobo0003||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||NMobo0004||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||NMobo0005||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||SAT10||||||||||||||NMobo0006||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||NMobo0007||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||Mobo0016||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||Mobo0017||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||NMobo0008||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||Mobo0019||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||Mobo0021||
Central and West Java|||||9876654||||||||||||||17046621||
Central and West Java|||||9876654||||||||||||||17046622||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||9876654||||||||||||||OT16082019||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testoutl101||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testoutl102||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||mobo101||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg101||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg102||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg103||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg104||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||ref org105||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg106||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg109||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg112||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg0000||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg0001||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||NMOutlet000||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg116||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg118||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg119||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg120||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg123||
Central and West Java|||||9876654||||||||||||||17046624||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg124||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg125||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg201||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg203||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg204||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg205||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg207||
Central and West Java|||||9876654||||||||||||||17046625||
Central and West Java|||||9876654||||||||||||||17046626||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg209||
Central and West Java|||||9876654||||||||||||||17046627||
Central and West Java|||||9876654||||||||||||||17046628||
Central and West Java|||||9876654||||||||||||||17046629||
Central and West Java|||||9876654||||||||||||||17046630||
Central and West Java|||||9876654||||||||||||||17046631||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus|Koramangala|STATUSONE|USERONE|USERONE USERONE|CANVASSERONE|CANVASSERONE CANVASSERONE||||||||||testorg214||
Central and West Java|CENTRAL JAVA1|KUDUS|||RDEALER|||RCAN1|RCAN1 RCAN1||||||||||ROUTLET1||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg215||
Central and West Java|||||9876654||||||||||||||17046633||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE USERONE|CANVASSER1|canvasser1 ||||||||||outlet1||
Central and West Java|CENTRAL JAVA1|New-KUDUS||Koramangala|STATUSONE|USERONE|USERONE USERONE|CANVASSER1|canvasser1 ||||||||||outlet3a||
KaliSumapa|KALIMANTAN|BALIKPAPAN|||SAT10||||||||||||||Outlet301||
East Java and Bali Nusra|BALI NUSRA||||SAT10||||||||||||||Outlet302||
East Java and Bali Nusra|BALI NUSRA||||SAT10||||||||||||||Outlet303||
East Java and Bali Nusra|BALI NUSRA||||SAT10||||||||||||||Outlet304||
JAVA|||||SAT10||||||||||||||Outlet305||
Central and West Java|||||SAT10||||||||||||||Outlet306||
Central and West Java|CENTRAL JAVA1|MAGELANG|||RDEALER||||||||||||||ROUTLET2||
Central and West Java|||||9876654||||||||||||||17046636||
Central and West Java|CENTRAL JAVA1||||63332|||ANUDEALER|Anu ||||||||||54321||
Central and West Java|||||63332|||QDEALER|anup ||||||||||34567||
Central and West Java|||||9876654||||||||||||||17046637||
Central and West Java|CENTRAL JAVA1|MAGELANG|CW-CJA-PURBAMEN-OLD|MC-PURBALINGGA-OLD|5436||||||||||||||17046638||
Central and West Java|CENTRAL JAVA1|MAGELANG|CW-CJA-PURWOTELANG-OLD||5436||||||||||||||17046639||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||outleta101||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||outleta102||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||outleta103||
Central and West Java|||||63332|||QDEALER|anup ||||||||||62335||
Central and West Java|CENTRAL JAVA1|KUDUS|||RDEALER|||RCAN1|RCAN1 RCAN1||||||||||ROUTLET3||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||Dorg107||||||||||||||outlet9061||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||Dorg107||||||||||||||outlet9062||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||Dorg107||||||||||||||outlet9063||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||Dorg107||||||||||||||outlet9064||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||Dorg107||||||||||||||outlet9065||
Central and West Java|||||5436||||||||||||||5662||
Central and West Java|||||6556||||||||||||||56432||
Central and West Java|||||78910|||SECUSER|secparty ||||||||||7654||
Central and West Java|CENTRAL JAVA1|MAGELANG|||RDEALER||||||||||||||MoboOut100||
Central and West Java|CENTRAL JAVA1|MAGELANG|||SAT10||||||||||||||MoboOut1212||
Central and West Java|CENTRAL JAVA1|KUDUS|||SAT10||||||||||||||MoboOut1313||
Central and West Java|CENTRAL JAVA1|KUDUS|||RVDEALER||||||||||||||RVOUT1||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus|Koramangala|MPCDealer||||||||||||||EDITOUTLET||
Central and West Java|CENTRAL JAVA1|New-KUDUS|||RDEALER||||||||||||||TestOutlet99||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus|Koramangala|SAT10||||||||||||||TestOut100||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus|Koramangala|vdlr|||VCAN001|Vineetha ||||||||||17046642||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus|Koramangala|vdlr|||VCAN001|Vineetha ||||||||||17046643||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus|MC-MAMUJU|vdlr|||VCAN001|Vineetha ||||||||||17046645||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus|Koramangala|1234|||LCAN7|lcan ||||||||||5432||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus|Koramangala|1234|||LCAN7|lcan ||||||||||4567||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus|Koramangala|1234|||LCAN7|lcan ||||||||||9071||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus|Koramangala|1234|||LCAN7|lcan ||||||||||34838||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus|Koramangala|SAT10||||||||||||||OutletOrg001||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus|Koramangala|SAT10||||||||||||||OutletOrg002||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus|Koramangala|1234|||LCAN7|lcan ||||||||||65432||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus||vdlr|||VCAN002|Vineetha ||||||||||vmobo101||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus|indiranagar|vdlr|||VCAN002|Vineetha ||||||||||vmobo102||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus|Koramangala|Rdealer|RSPV1|RSPV1 |RCAN1|Rcan1 Rcan1||||||||||Rout1||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus|indiranagar|Rdealer|RSPV1|RSPV1 |RCAN2|Rcan2 ||||||||||ROut2||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus|jayanagar|Rdealer|RSPV1|RSPV1 |RCAN3|Rcan3 ||||||||||Rout3||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus||vdlr|||VCAN002|Vineetha ||||||||||vtetout1||
Central and West Java|CENTRAL JAVA1|KUDUS|Test Cluster|Test MicorCluster|Rdealer|RSPV3|RSPV3 |RCAN5|Rcan5 Rcan||||||||||OutletVFreq1||
Central and West Java|CENTRAL JAVA1|KUDUS|Test Cluster|Test MicorCluster|Rdealer|RSPV3|RSPV3 |RCAN5|Rcan5 Rcan||||||||||OutVF2||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus||SAT10||||||||||||||17046663||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus||SAT10||||||||||||||17046664||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus||SAT10||||||||||||||17046666||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus||SAT10||||||||||||||17046668||
Central and West Java|CENTRAL JAVA1|KUDUS|sukus||vdlr|||VCAN002|Vineetha ||||||||||17046669||
