Region|Area|Sales Area|Cluster|Micro Cluster|MPC Code|SPV Code|SPV Name|CSO Code|CSO Name|PJP Plan Id|PJP Plan name|PJP start date|PJP end date|PJP created by|PJP creation date|PJP Frequency|PJP Modify Date|PJP Status|Outlet Code|Plan Date|Plan Day
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE|CANVASSERONE|CANVASSERONE|90070|marcho5|04-03-2020|09-03-2020|277330|04-03-2020|Daily|05-03-2020|Active|outletstatus|06-03-2020|Friday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE|CANVASSERONE|CANVASSERONE|90053|NEW JP01|17-02-2020|28-02-2021|277330|17-02-2020|Daily|17-02-2020|Active|outlettest|02-03-2020|Monday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE|CANVASSERONE|CANVASSERONE|90053|NEW JP01|17-02-2020|28-02-2021|277330|17-02-2020|Daily|17-02-2020|Active|outlettest|03-03-2020|Tuesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE|CANVASSERTWO|canvassertwo|90053|NEW JP01|17-02-2020|28-02-2021|277330|17-02-2020|Daily|17-02-2020|Active|testoutletth|02-03-2020|Monday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE|CANVASSERTWO|canvassertwo|90053|NEW JP01|17-02-2020|28-02-2021|277330|17-02-2020|Daily|17-02-2020|Active|testoutletth|03-03-2020|Tuesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE|CANVASSERTWO|canvassertwo|90053|NEW JP01|17-02-2020|28-02-2021|277330|17-02-2020|Daily|17-02-2020|Active|testoutletfo|02-03-2020|Monday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE|CANVASSERTWO|canvassertwo|90053|NEW JP01|17-02-2020|28-02-2021|277330|17-02-2020|Daily|17-02-2020|Active|testoutletfo|03-03-2020|Tuesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE|CANVASSERTWO|canvassertwo|90053|NEW JP01|17-02-2020|28-02-2021|277330|17-02-2020|Daily|17-02-2020|Active|testoutletfi|02-03-2020|Monday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE|CANVASSERTWO|canvassertwo|90053|NEW JP01|17-02-2020|28-02-2021|277330|17-02-2020|Daily|17-02-2020|Active|testoutletfi|03-03-2020|Tuesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE|CANVASSERTWO|canvassertwo||||||||||testoutletsi||
KaliSumapa|KALIMANTAN|SAMPIT|KS-KAL-WEST KALTENG|MC-KOBAR-LAMANDAU|SAT10||||||||||||||190710001||
KaliSumapa|KALIMANTAN|SAMPIT|KS-KAL-WEST KALTENG|MC-KOBAR-LAMANDAU|SAT10|||CANVASSERONE|CANVASSERONE||||||||||190710001||
Central and West Java|CENTRAL JAVA1|ASIA AFRIKA|CW-CJA-BLOREMPATIGRO|MC-BLOREM|dsafd||||||||||||||624319876076||
Central and West Java|CENTRAL JAVA1||||dsafd||||||||||||||17046595||
Central and West Java|CENTRAL JAVA1||||dsafd|||CANVSANJEEV|sanjeevcanv||||||||||17046596||
Central and West Java|||||abc123||||||||||||||anbg123||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE|CANVASSERONE|CANVASSERONE|90053|NEW JP01|17-02-2020|28-02-2021|277330|17-02-2020|Daily|17-02-2020|Active|outletone11|02-03-2020|Monday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE|CANVASSERONE|CANVASSERONE|90053|NEW JP01|17-02-2020|28-02-2021|277330|17-02-2020|Daily|17-02-2020|Active|outletone11|03-03-2020|Tuesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE|CANVASSERONE|CANVASSERONE|90053|NEW JP01|17-02-2020|28-02-2021|277330|17-02-2020|Daily|17-02-2020|Active|outlettwo22|02-03-2020|Monday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE|CANVASSERONE|CANVASSERONE|90053|NEW JP01|17-02-2020|28-02-2021|277330|17-02-2020|Daily|17-02-2020|Active|outlettwo22|03-03-2020|Tuesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE|CANVASSERTWO|canvassertwo|90053|NEW JP01|17-02-2020|28-02-2021|277330|17-02-2020|Daily|17-02-2020|Active|outlethree33|02-03-2020|Monday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE|CANVASSERTWO|canvassertwo|90053|NEW JP01|17-02-2020|28-02-2021|277330|17-02-2020|Daily|17-02-2020|Active|outlethree33|03-03-2020|Tuesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE|CANVASSERTWO|canvassertwo||||||||||outletfour44||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE|CANVASSER1|canvasser1||||||||||outletsix66||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE|CANVASSERONE|CANVASSERONE|90053|NEW JP01|17-02-2020|28-02-2021|277330|17-02-2020|Daily|17-02-2020|Active|testoutletq|02-03-2020|Monday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE|CANVASSERONE|CANVASSERONE|90053|NEW JP01|17-02-2020|28-02-2021|277330|17-02-2020|Daily|17-02-2020|Active|testoutletq|03-03-2020|Tuesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE|CANVASSERONE|CANVASSERONE|90053|NEW JP01|17-02-2020|28-02-2021|277330|17-02-2020|Daily|17-02-2020|Active|outlettesta|02-03-2020|Monday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE|CANVASSERONE|CANVASSERONE|90053|NEW JP01|17-02-2020|28-02-2021|277330|17-02-2020|Daily|17-02-2020|Active|outlettesta|03-03-2020|Tuesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE|CANVASSERONE|CANVASSERONE|90053|NEW JP01|17-02-2020|28-02-2021|277330|17-02-2020|Daily|17-02-2020|Active|outlettestb|02-03-2020|Monday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE|CANVASSERONE|CANVASSERONE|90053|NEW JP01|17-02-2020|28-02-2021|277330|17-02-2020|Daily|17-02-2020|Active|outlettestb|03-03-2020|Tuesday
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE|CANVASSERONE|CANVASSERONE||||||||||outlettestc||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||STATUSONE|USERONE|USERONE|CANVASSERONE|CANVASSERONE||||||||||outlettestd||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||outlettest1||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||nonmobooutl||
Central and West Java|CENTRAL JAVA1|PEKALONGAN|CW-CJA-PEKABATANG|CW-CJA-PEKABATANG-MC DS|SAT10||||||||||||||VTestOutlet||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||statutlet1||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||NMoutlet3||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||NMoutlet4||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||Moutlet1||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||Moutlet2||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||NMoutlet6||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||Moutlet3||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||Moutlet5||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||MoboStatus||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||NMStatus||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||NMStatus1||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||Mstatus1||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||Mstatus2||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||NMStatus2||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||OutletI1002||
REGIONAL-HR|AREA-HR||||89710||||||||||||||OUTLET01||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||SAT10||||||||||||||17046597||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||SAT10||||||||||||||17046599||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||SAT10||||||||||||||17046600||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||SAT10|||CANVASSERONE|CANVASSERONE||||||||||17046601||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||SAT10|||CANVASSERONE|CANVASSERONE||||||||||17046603||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||SAT10||||||||||||||17046604||
East Java and Bali Nusra|BALI NUSRA||||SAT10||||||||||||||VinOut||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||SAT10|USERONE|USERONE|CANVASSERONE|CANVASSERONE||||||||||17046605||
Central and West Java|||||9876654||||||||||||||17046606||
Central and West Java|CENTRAL JAVA1|MAGELANG|CW-CJA-PURBAMEN-OLD|MC-PURBALINGGA-OLD|5436||||||||||||||17046608||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||DealeInt1006||||||||||||||OutlInt1003||
Central and West Java|||||9876654||||||||||||||17046609||
Central and West Java|||||9876654||||||||||||||17046611||
Central and West Java|||||9876654||||||||||||||17046612||
Central and West Java|||||9876654||||||||||||||17046613||
Central and West Java|||||9876654||||||||||||||17046614||
|||||SAT10||||||||||||||VTO||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||DealeInt1012||||||||||||||OUTLINT1011||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||SAT10||||||||||||||outlent1013||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||SAT10||||||||||||||OutleInt1111||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||DeaerInt1111||||||||||||||OutltInt1112||
Central and West Java|||||9876654||||||||||||||17046615||
Central and West Java|||||9876654||||||||||||||17046616||
Central and West Java|||||9876654||||||||||||||17046617||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||Mobo0001||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||17046618||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||Mobo0006||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||Mobo0007||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||Mobo0013||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||NMobo0014||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||NMobo0001||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||NMobo0002||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||Mobo0015||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||NMobo0003||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||NMobo0004||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||NMobo0005||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||SAT10||||||||||||||NMobo0006||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||NMobo0007||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||Mobo0016||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||Mobo0017||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||NMobo0008||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||Mobo0019||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||Mobo0021||
Central and West Java|||||9876654||||||||||||||17046621||
Central and West Java|||||9876654||||||||||||||17046622||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||9876654||||||||||||||OT16082019||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testoutl101||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testoutl102||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||mobo101||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg101||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg102||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg103||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg104||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||ref org105||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg106||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg109||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg112||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg0000||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg0001||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||NMOutlet000||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg116||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg118||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg119||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg120||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg123||
Central and West Java|CENTRAL JAVA1|New-KUDUS|sukus||dealerTest||||||||||||||testorg123||
