Region|Area|Sales Area|Cluster|Micro Cluster|MPC Code|SPV Code|SPV Name|CSO Code|CSO Name|PJP Plan Id|PJP Plan name|PJP start date|PJP end date|PJP created by|PJP creation date|PJP Frequency|PJP Modify Date|PJP Status|Outlet Code|Plan Date|Plan Day
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO|Bangalore Micro Cluster|HD001|||||3548|NEWJP001|15-04-2019|15-04-2020|30001|15-04-2019|Daily|12-02-2020|Active|17000021|13-02-2020|Thursday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO|Bangalore Micro Cluster|HD001|||||3548|NEWJP001|15-04-2019|15-04-2020|30001|15-04-2019|Daily|12-02-2020|Active|17000021|14-02-2020|Friday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO|Bangalore Micro Cluster|HD001|||||3548|NEWJP001|15-04-2019|15-04-2020|30001|15-04-2019|Daily|12-02-2020|Active|17000021|15-02-2020|Saturday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO|Bangalore Micro Cluster|HD001|||||3548|NEWJP001|15-04-2019|15-04-2020|30001|15-04-2019|Daily|12-02-2020|Active|17000021|17-02-2020|Monday
REGIONAL-HR|AREA-HR|KUTA-HR|GAL-KUTA||HD001|||HDCanvaser|||||||||||17000024||
Central AND West Java|CENTRAL JAVA|KUDUS|EB-BNA-GILIKANGKUNG New|MC-KARANGASEM|2423||||||||||||||673838||
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||3995|sjdhsjdns|02-01-2020|29-02-2020|30766|02-01-2020||12-02-2020|Active|90945||
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4018|JP BF 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|10-01-2020|Friday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4018|JP BF 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|11-01-2020|Saturday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4018|JP BF 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|13-01-2020|Monday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4018|JP BF 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|14-01-2020|Tuesday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4018|JP BF 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|16-01-2020|Thursday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4018|JP BF 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|17-01-2020|Friday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4018|JP BF 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|18-01-2020|Saturday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4018|JP BF 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|20-01-2020|Monday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4018|JP BF 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|21-01-2020|Tuesday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4018|JP BF 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|23-01-2020|Thursday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4018|JP BF 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|24-01-2020|Friday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4018|JP BF 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|25-01-2020|Saturday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4018|JP BF 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|27-01-2020|Monday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4018|JP BF 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|28-01-2020|Tuesday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4018|JP BF 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|30-01-2020|Thursday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4018|JP BF 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|31-01-2020|Friday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4018|JP BF 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|01-02-2020|Saturday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4018|JP BF 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|03-02-2020|Monday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4018|JP BF 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|04-02-2020|Tuesday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4018|JP BF 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|06-02-2020|Thursday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4018|JP BF 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|07-02-2020|Friday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4018|JP BF 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|08-02-2020|Saturday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4018|JP BF 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|10-02-2020|Monday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4018|JP BF 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|11-02-2020|Tuesday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4018|JP BF 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|13-02-2020|Thursday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4018|JP BF 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|14-02-2020|Friday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4018|JP BF 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|15-02-2020|Saturday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4018|JP BF 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|17-02-2020|Monday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4018|JP BF 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|18-02-2020|Tuesday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4018|JP BF 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|20-02-2020|Thursday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4018|JP BF 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|21-02-2020|Friday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4018|JP BF 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|22-02-2020|Saturday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4018|JP BF 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|24-02-2020|Monday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4018|JP BF 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|25-02-2020|Tuesday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4018|JP BF 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|27-02-2020|Thursday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4018|JP BF 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|28-02-2020|Friday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4018|JP BF 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|29-02-2020|Saturday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|10-01-2020|Friday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|11-01-2020|Saturday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|12-01-2020|Sunday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|13-01-2020|Monday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|14-01-2020|Tuesday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|15-01-2020|Wednesday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|16-01-2020|Thursday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|17-01-2020|Friday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|18-01-2020|Saturday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|19-01-2020|Sunday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|20-01-2020|Monday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|21-01-2020|Tuesday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|22-01-2020|Wednesday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|23-01-2020|Thursday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|24-01-2020|Friday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|25-01-2020|Saturday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|26-01-2020|Sunday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|27-01-2020|Monday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|28-01-2020|Tuesday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|29-01-2020|Wednesday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|30-01-2020|Thursday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|31-01-2020|Friday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|01-02-2020|Saturday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|02-02-2020|Sunday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|03-02-2020|Monday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|04-02-2020|Tuesday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|05-02-2020|Wednesday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|06-02-2020|Thursday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|07-02-2020|Friday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|08-02-2020|Saturday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|09-02-2020|Sunday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|10-02-2020|Monday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|11-02-2020|Tuesday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|12-02-2020|Wednesday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|13-02-2020|Thursday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|14-02-2020|Friday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|15-02-2020|Saturday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|16-02-2020|Sunday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|17-02-2020|Monday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|18-02-2020|Tuesday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|19-02-2020|Wednesday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|20-02-2020|Thursday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|21-02-2020|Friday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|22-02-2020|Saturday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|23-02-2020|Sunday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|24-02-2020|Monday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|25-02-2020|Tuesday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|26-02-2020|Wednesday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|27-02-2020|Thursday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|28-02-2020|Friday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||4019|daily 1001|10-01-2020|29-02-2020|30766|10-01-2020|Daily|12-02-2020|Active|90945|29-02-2020|Saturday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||3579|BTSJP001|07-05-2019|07-05-2020|30766|07-05-2019|Daily|12-02-2020|Active|90945|01-02-2020|Saturday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||3579|BTSJP001|07-05-2019|07-05-2020|30766|07-05-2019|Daily|12-02-2020|Active|90945|03-02-2020|Monday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||3579|BTSJP001|07-05-2019|07-05-2020|30766|07-05-2019|Daily|12-02-2020|Active|90945|04-02-2020|Tuesday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||3579|BTSJP001|07-05-2019|07-05-2020|30766|07-05-2019|Daily|12-02-2020|Active|90945|05-02-2020|Wednesday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||3579|BTSJP001|07-05-2019|07-05-2020|30766|07-05-2019|Daily|12-02-2020|Active|90945|06-02-2020|Thursday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||3579|BTSJP001|07-05-2019|07-05-2020|30766|07-05-2019|Daily|12-02-2020|Active|90945|07-02-2020|Friday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||3579|BTSJP001|07-05-2019|07-05-2020|30766|07-05-2019|Daily|12-02-2020|Active|90945|08-02-2020|Saturday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||3579|BTSJP001|07-05-2019|07-05-2020|30766|07-05-2019|Daily|12-02-2020|Active|90945|10-02-2020|Monday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||3579|BTSJP001|07-05-2019|07-05-2020|30766|07-05-2019|Daily|12-02-2020|Active|90945|11-02-2020|Tuesday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||3579|BTSJP001|07-05-2019|07-05-2020|30766|07-05-2019|Daily|12-02-2020|Active|90945|12-02-2020|Wednesday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||3579|BTSJP001|07-05-2019|07-05-2020|30766|07-05-2019|Daily|12-02-2020|Active|90945|13-02-2020|Thursday
Central AND West Java|CENTRAL JAVA|KUDUS|CW-CJA-BLOREMPATIGRO||05123423|||lcan1||3579|BTSJP001|07-05-2019|07-05-2020|30766|07-05-2019|Daily|12-02-2020|Active|90945|14-02-2020|Friday
